doc_id,text,p_green,u,llm_green_suggested,llm_confidence,llm_rationale,is_green_human,notes,human_notes
9077098,"1. An electrical accessory for a vehicle, said electrical accessory comprising: a housing having a connector portion having a connector cavity therein; a plurality of terminals that electrically connect at a circuit element in said housing and that protrude at least partially into said connector cavity; wherein said housing comprises at least one fill port and at least one channel for receiving a sealant material through said fill port, whereby said sealant material is dispensed at said at least one fill port and flows along said at least one channel and at and around individual terminals of said plurality of terminals to substantially seal said individual terminals relative to one another and relative to said housing; and wherein said fill port is accessible from outside of said housing after said electrical accessory is assembled.",0.4977631943669553,0.9955263887339106,1,medium,"This claim describes an electrical accessory for a vehicle that utilizes a sealant material to “substantially seal said individual terminals relative to one another and relative to said housing.” This indicates a focus on environmental protection by preventing leakage or environmental contamination from the electrical components, which aligns with sustainability goals. The use of a sealant and accessible fill port suggests a design intended to minimize environmental impact.",,,
8782351,"1. A method comprising: initializing a virtual guest on a host computing system, the host computing system comprising a virtual machine manager, the virtual machine manager managing operation of the virtual guest, the virtual guest comprising a distinct operating environment executing in a virtual operation platform provided by the virtual machine manager; receiving an allocation of run-time memory for the virtual guest, the allocation of run-time memory comprising a portion of run-time memory of the host computing system; and setting, by the virtual guest, at least a portion of the allocation of run-time memory to be inaccessible by the virtual machine manager.",0.5022577309255819,0.9954845381488362,0,high,"This claim describes a virtual computing system and memory allocation. There is no mention of renewable energy, emission reduction, climate mitigation, or environmental protection within the text. The technology relates to virtualization and resource management within a computing system, not directly to sustainability or environmental concerns.",,,
8440766,1. Method for the manufacturing of a multi-stage polymer by the following steps: a) polymerizing monomer mixture (A) comprising b) polymerizing monomer mixture (B) comprising via free radical emulsion polymerization in the presence of copolymer (A) to obtain the multi-stage polymer with the proviso that a weight ratio of monomer mixture (A) to monomer mixture (B) ranges from 3:7 to 7:3 and with the proviso that said monomer mixture (B) can also be polymerized first to obtain a copolymer (B) and subsequently monomer mixture (A) is polymerized in the presence copolymer (B) to obtain the multi-stage polymer.,0.5023081105978244,0.9953837788043512,0,low,"The claim describes a method for manufacturing a polymer using polymerization techniques, specifically emulsion polymerization. While polymer manufacturing can be part of sustainable practices, the claim itself doesn't explicitly relate to renewable energy, emission reduction, climate mitigation, or environmental protection. It focuses solely on the process and composition of the polymer.",,,
9761846,"1. A battery case comprising: a first casing member having a container shape with a recessed portion in a center thereof; a second casing member having a container shape with a recessed portion in a center thereof, the first and second casing members being arranged such that the respective recessed portions face one another to form a first, parallelepiped closed space to house a battery, wherein the first closed space is formed only by the first casing member and the second casing member; a reinforcing member provided in the first closed space and attached to the second casing member, the reinforcing member having a plate portion that is spaced from an inner wall surface of the second casing member to form a second closed space between the reinforcing member and the second casing member; and a foam material provided in the second closed space, between the reinforcing member and the inner wall surface of the second casing member, wherein the reinforcing member holds the foam material between the reinforcing member and the inner wall surface.",0.5024217649033637,0.9951564701932728,0,low,"This claim describes a battery case with a reinforcing member and foam material. While batteries are often associated with energy storage, the description lacks any explicit connection to renewable energy, emission reduction, climate mitigation, or environmental protection. The claim focuses solely on the structural design and components of the battery case itself.",,,
9663560,"1. A nucleic acid construct comprising a portion of the PHYA1 gene of Gossypium hirsutum , wherein said portion is the DNA sequence of SEQ ID NO: 1 consisting of 213 consecutive sense nucleotide base pairs and the antisense-complement thereof that are transcribed into a ribonucleic acid to form a hairpin-like double stranded ribonucleic RNAi molecule.",0.5026215949662837,0.9947568100674328,0,high,"This claim describes a nucleic acid construct, specifically an RNAi molecule, derived from a plant gene (PHYA1 of Gossypium hirsutum). The use of ""RNAi"" and its creation through DNA sequence manipulation strongly suggests a biological approach to control gene expression, which is not directly related to sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection.",,,
8985451,"1. A communication apparatus for performing communication in a noncontact manner, the communication apparatus comprising: a processor; and a memory device storing instructions which when executed by the processor, cause the processor to: (a) wirelessly transmit a command packet to an IC card, the command packet: (b) start the timeout period during which a receiver in the communication apparatus is enabled to receive data; (c) determine whether the timeout period has elapsed; (d) retransmit the command packet only after the timeout period has elapsed; (e) determine whether data received within the timeout period includes: (f) in response to a first determination that the data received within the timeout period: (i) does not include the error; and (ii) includes the second data, (g) in response to a second determination that the data received within the timeout period: (i) includes the error; and (ii) the timeout period has not elapsed:",0.5027090845119008,0.9945818309761985,0,low,"The claim describes a communication apparatus and its functionality regarding command packets and data transmission. There is no mention of renewable energy, emission reduction, climate mitigation, or environmental protection within the text. The technology appears to be related to wireless communication and error handling, not directly addressing sustainability concerns.",,,
8931502,"1. A gas-dispensing device for connecting a plurality of pressurized gas sources sequentially to a user, the device comprising: a housing provided with a plurality of gas inlets intended to be connected to respective gas sources; an outlet intended to be connected to a user member, wherein a dispensing member is selectively movable relative to the body into distinct dispensing positions permitting each inlet to be brought into communication selectively and in turn with the outlet while the other inlets are isolated from the outlet; and an emergency discharge system capable of displacement into an active position in which all the gas inlets are brought simultaneously into a forced relationship with a gas discharge outlet, wherein the emergency discharge system is capable of displacement from a neutral position towards the active position, wherein:",0.5027163683437504,0.9945672633124992,1,medium,"This claim describes a gas-dispensing device with an “emergency discharge system” that forces the simultaneous discharge of all gas inlets into a discharge outlet. This suggests a mechanism for rapid removal of gas, potentially related to safety and mitigating risks associated with pressurized gas sources. While not explicitly stated, the emergency discharge system implies a focus on controlled release and potentially reducing the risk of leaks or over-pressurization, aligning with environmental protection and emission reduction goals.",,,
8907527,"1. Contactless power-feed equipment comprising an induction line placed along a travel path of a movable body and fed with an AC current, or an induction coil that is disposed at a predetermined position for holding a device and fed with an AC current, the movable body including a power-receiving coil on which an electromotive force is induced by a magnetic flux generated on the induction line, or the device including a power-receiving coil on which an electromotive force is induced by a magnetic flux generated on the induction coil, the contactless power-feed equipment comprising: a DC power-supply device that supplies a DC current; a DC choke having one end connected to a positive output terminal of the DC power-supply device; an insulating transformer including a center-tapped primary coil having a center tap connected to another end of the DC choke and a secondary coil connected to one of the induction line and the induction coil; a resonance capacitor that is connected in parallel with the secondary coil and forms a resonance circuit with one of the induction line and the induction coil at a predetermined frequency; a first diode having an anode connected to one end of the center-tapped primary coil; a second diode having an anode connected to another end of the center-tapped primary coil; a first switching element including a transistor connected between a cathode of the first diode and a negative output terminal of the DC power-supply device; a second switching element including a transistor connected between a cathode of the second diode and the negative output terminal of the DC power-supply device; a first Zener diode having a cathode connected to the one end of the center-tapped primary coil and a base of the transistor forming the second switching element and an anode connected to the negative output terminal of the DC power-supply device; and a second Zener diode having a cathode connected to the other end of the center-tapped primary coil and a base of the transistor forming the first switching element and an anode connected to the negative output terminal of the DC power-supply device, wherein a current passing through the first Zener diode from the one end of the center-tapped primary coil drives the transistor forming the second switching element, a current passing through the second Zener diode from the other end of the center-tapped primary coil drives the transistor forming the first switching element, and the transistor forming the first switching element and the transistor forming the second switching element are alternately driven so as to pass the AC current through the secondary coil at the predetermined frequency.",0.5028679838849829,0.9942640322300342,1,medium,"This claim describes contactless power-feed equipment utilizing induction and resonance circuits to transfer AC current. The use of “induction line” and “induction coil” alongside “AC current” strongly suggests a renewable energy application, potentially for powering movable bodies or devices. While not explicitly stated, the technology could contribute to emission reduction by replacing traditional wired power transmission, aligning with sustainability goals.",,,
8990464,"1. In a communication system having a master device, at least one intermediate slave device, and a last slave device communicatively coupled in series, a method for coordinating data communications between the master device and a succession of slave devices, the method comprising: periodically transmitting a synchronization control frame by the master device downstream to a first intermediate slave device in the succession of slave devices; selectively forwarding the synchronization control frame downstream by each successive intermediate slave device to the last slave device; transmitting by the last slave device a synchronization response frame upstream; and selectively forwarding the synchronization response frame upstream by each successive intermediate slave device to the master device, wherein: each slave device derives timing information from the downstream synchronization control frame; at least one slave device transmits data upstream; each slave device that receives data from a downstream device selectively transmits the received data upstream and selectively transmits additional data upstream; and each device that transmits data upstream transmits that data in at least one designated time interval following the synchronization control frame.",0.5030187770301292,0.9939624459397416,0,low,"The claim describes a communication system and method for coordinating data between devices. It focuses on timing and data transmission, without explicitly mentioning sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. The language is purely related to communication protocols and device synchronization.",,,
8345657,"1. A method of processing to-be-transmitted data packets based on a transmission time interval in a sending device of a wireless communication network, the method comprising: according to said transmission time interval, determining a transmission queue of component data packets corresponding to the transmission time interval based on a to-be-transmitted data packet; generating a sub-header for each component data packet in said transmission queue in accordance with the following information in the component data packet: generating a transmitted data packet based on each of said generated sub-headers and data portions of the respective component data packets in said transmission queue, whose header portion contains at least one component number indicating information for indicating the number of component data packets contained in said transmitted data packet.",0.4969223188608829,0.9938446377217658,0,low,"The claim describes a method for processing data packets in a wireless communication network. It focuses on transmission time intervals and headers, which are related to data transmission efficiency, but does not directly address sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. The claim's technical focus is on network communication protocols, not environmental technologies.",,,
8795462,"1. A process of forming an article comprising: a. applying a liquid emulsion to the surface of a first substrate, wherein the liquid emulsion comprises (i) a discontinuous liquid phase and (ii) a continuous liquid phase that includes conductive nanoparticles and that evaporates more quickly than the discontinuous liquid phase; b. drying the emulsion and subsequently forming a transparent conductive coating comprising a network of traces formed of at least partially-joined nanoparticles defining randomly-shaped cells transparent to light; and c. applying a transparent filler material to at least partially fill at least some of the cells of the coating.",0.4968246825427268,0.9936493650854537,1,medium,"This claim relates to a “transparent conductive coating” formed through a drying process involving nanoparticles. The use of “conductive nanoparticles” and a “transparent filler material” suggests a potential application in solar energy or other renewable energy technologies, aligning with sustainability. Furthermore, the focus on “emission reduction” (through conductive coatings) and “environmental protection” (through a durable, transparent coating) is implied.",,,
8354336,"1. A method of forming an electrode comprising: forming a rack structure of alternating dielectric layers and conductive layers above a substrate; forming a nanopore through said substrate and said rack structure, wherein a wall defining the nanopore includes exposed surfaces corresponding to the alternating dielectric layers and conductive layers; forming an oxide layer on the exposed surfaces of the conductive layers; contacting said oxide layer with a solution of an organic surface active compound to form a protective layer on said oxide layer, thereby forming an electrode having reduced corrosion and water decomposition; wherein said protective layer has a thickness of from about 0.5 nm to about 5 nm and ranges therebetween; wherein said surface active compound has a structure that includes a polar end and a non-polar end.",0.5032945072008148,0.9934109855983704,1,medium,"This claim describes a method for forming an electrode with “reduced corrosion and water decomposition,” directly relating to environmental protection and potentially emission reduction by preventing degradation of materials. The use of a “protective layer” formed from a surface active compound suggests an effort to extend the lifespan of the electrode, which aligns with sustainability goals. Furthermore, the focus on preventing water decomposition could be relevant to mitigating environmental impacts associated with material degradation.",,,
8946906,1. A multilayer wiring substrate comprising: an interlayer insulation layer isolating a lower conductor layer from an upper conductor layer; via holes formed in the interlayer insulation layer; and via conductors formed in the respective via holes for connecting the lower conductor layer and the upper conductor layer; wherein:,0.5033120021558611,0.9933759956882776,0,high,"This claim describes a multilayer wiring substrate with via holes and conductors. It does not relate to any green technologies such as renewable energy, emission reduction, climate mitigation, or environmental protection. The description focuses solely on the construction of an electrical component, lacking any connection to sustainability or environmental concerns.",,,
8729541,"1. A phenanthrene compound represented by the following general formula [1]: wherein R wherein in formulae [2a] to [2f], R",0.4966691503453799,0.9933383006907598,0,low,"The claim describes a “phenanthrene compound” and its formula. This is a chemical description without any explicit mention of sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. Therefore, it doesn't directly relate to green technologies based solely on the provided text.",,,
9194242,"1. An article comprising: a superalloy substrate; and a calcia-magnesia-alumina-silicate (CMAS)-resistant thermal barrier coating (TBC) layer overlying the superalloy substrate, wherein the CMAS-resistant TBC layer comprises:",0.5034023789941494,0.9931952420117012,1,medium,"This claim describes a “calcia-magnesia-alumina-silicate (CMAS)-resistant thermal barrier coating (TBC) layer” overlying a superalloy substrate. Thermal barrier coatings are frequently used to improve the efficiency and longevity of components in high-temperature applications, often within the energy sector (e.g., gas turbines). Therefore, this technology aligns with sustainability by reducing energy consumption and potentially lowering emissions from industrial processes.",,,
9062723,"1. A parallel double-clutch device ( 2 ) for arranging in a drivetrain of a motor vehicle between a drive unit ( 4 ) and transmission ( 6 ) of the drivetrain, said parallel double-clutch device ( 2 ) comprising: a first clutch arrangement ( a second clutch arrangement ( said first and second clutch arrangement ( said double clutch device ( wherein said clutch housing (",0.5034086560120262,0.9931826879759476,0,low,"The claim describes a “parallel double-clutch device” for a “motor vehicle” drivetrain. While drivetrain efficiency can contribute to reduced fuel consumption, the claim doesn't explicitly mention renewable energy, emission reduction, climate mitigation, or environmental protection. It focuses solely on the mechanical design of a component within a vehicle.",,,
8373198,"1. A substrate including a thin film transistor, the substrate comprising: an active layer disposed on the substrate, the active layer including a channel area and source and drain areas; a gate electrode disposed on the active layer, the channel area corresponding to the gate electrode; a gate insulating layer interposed between the active layer and the gate electrode; an interlayer insulating layer disposed to cover the active layer and the gate electrode, the interlayer insulating layer having first and second contact holes partially exposing the active layer; source and drain electrodes disposed on the interlayer insulating layer and in the first and second contact holes of the interlayer insulating layer, the source and drain areas corresponding to the source and drain electrodes; and ohmic contact layers on the interlayer insulating layer and in the first and second contact holes, the ohmic contact layers being interposed between the interlayer insulating layer and the source and drain electrodes and contacting the source and drain areas through the first and second contact holes.",0.4965880072594756,0.9931760145189512,0,low,"This claim describes a thin-film transistor substrate, which is a component used in electronic devices. It does not explicitly relate to sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. The description focuses solely on the construction and materials of the transistor itself.",,,
8975941,"1. A signal processing circuit comprising: a CMOS bridge rectifier circuit including: a first data output terminal connected to one of the first and the second input terminals, and a second data output terminal connected to one of the first and the second output terminals, wherein the data output terminals provide an output signal representative of the data sequence.",0.4965533114759817,0.9931066229519636,0,low,"The claim describes a signal processing circuit utilizing a CMOS bridge rectifier. While electronics are involved in many green technologies, this specific claim doesn't directly relate to sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. The description focuses solely on the circuit's functionality and components, lacking any connection to environmental applications.",,,
8372743,"1. A process of forming an integrated circuit, comprising the steps of: forming a dielectric layer over a substrate; defining a plurality of parallel route tracks having a pitch distance in said dielectric layer; forming a first interconnect pattern in said plurality of parallel route tracks including a first lead pattern located in a first route track of said plurality of parallel route tracks; forming a second interconnect pattern in said plurality of parallel route tracks including a second lead pattern located in a second route track of said plurality of parallel route tracks immediately adjacent to said first route track; forming a third interconnect pattern in said plurality of parallel route tracks including a third lead pattern located in said first route track, wherein said third lead pattern is separated from said first lead pattern in the first route track by a distance less than one and one-half times a space between said first lead pattern and said second lead pattern; wherein said first interconnect pattern, said second interconnect pattern and said third interconnect pattern are formed using three distinct photolithography processes which have a dipole illumination source capable of resolving patterns in alternate instances of said plurality of parallel route tracks and not capable of resolving patterns in immediately adjacent instances of said plurality of parallel route tracks; and forming metal interconnect lines in said dielectric layer as defined by said first interconnect pattern, said second interconnect pattern and said third interconnect pattern.",0.496548883878971,0.993097767757942,0,high,"This claim describes a process for forming integrated circuits using photolithography. It does not relate to any aspects of sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. The description focuses solely on the manufacturing process of electronic components, with no mention of environmentally friendly technologies or practices.",,,
9034193,"1. A system for controlling water chemistry of a recreational water installation, comprising: a sensor configured to detect bather load in the recreational water installation; a controller configured to determine a required adjustment to the water chemistry of the recreational water installation based upon the detected bather load; a plurality of individual packets arranged in a strip, each packet containing a chemical dose unit and each packet being individually sealed within a water barrier film; and a dispenser configured to dispense the chemical dose unit from one of the plurality of packets into the recreational water installation based upon the determined required adjustment, wherein the dispenser comprises a packet disruption mechanism configured to disrupt each packet and dispense its contents, wherein the dispenser comprises a motor operatively connected to the strip and adapted to move the strip with respect to the packet disruption system.",0.4964877662515859,0.9929755325031718,1,medium,"This claim describes a system for controlling water chemistry in a recreational water installation, which directly relates to environmental protection. The system adjusts chemical doses based on bather load, suggesting a method to maintain water quality and potentially reduce the need for excessive chemical treatments. The focus on “water chemistry” and “recreational water installation” indicates a concern for environmental impact within a recreational setting.",,,
9128582,"1. A smartpad comprising: a display, the display configured to display content from a docked multi-display device, the content including at least a first active application window associated with a first display of the multi-display device and a second active application window associated with a second display of the multi-display device, wherein both the first application window and the second application window are active; wherein the smartpad: is running in a multi-application mode; displays a card stack, wherein the card stack is a logical arrangement of active and inactive windows executing on the multi-display device, the card stack including: a full view of a first card that represents the active first application window on the first display; a full view of a second card that represents the active second application window displayed on the second display; and at least a portion of at least a third card that represents a third window, wherein the third window is inactive.",0.5037425051407973,0.9925149897184052,0,low,"The claim describes a smartpad and its display functionality, focusing on managing multiple application windows. There is no mention of renewable energy, emission reduction, climate mitigation, or any direct environmental protection measures within the text. The technology described is related to user interface design and device management, not sustainability.",,,
8536153,1. A compound of formula (I) wherein R and R,0.5037574031592835,0.992485193681433,0,high,"The claim simply describes a “compound of formula (I)” without specifying any function or application related to sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. The provided text is purely a chemical formula definition and doesn't indicate any green technology aspects.",,,
8709559,"1. A packaging article comprising a peel seal film comprising a substantially biodegradable substrate and a coating comprising at least one copolymer of lactic acid and caprolactone, the peel seal film being sealed to itself and/or to a secondary substrate in a peelable manner to enclose a packaged product, wherein the at least one copolymer has a molecular weight in the range of from about 20,000 to about 50,000 and wherein the peel seal film is transparent with a wide angle haze of less than about 10%.",0.4962175948612328,0.9924351897224656,1,high,"This claim directly relates to sustainability through the use of a “substantially biodegradable substrate” and a “copolymer of lactic acid and caprolactone.” The focus on a “peel seal film” designed to enclose a packaged product suggests an effort to reduce waste and potentially replace traditional, less sustainable packaging materials. The specification of properties like transparency and haze further indicates a focus on material performance within an environmentally conscious context.",,,
9736829,"1. A method for wireless communication, comprising: monitoring a first carrier for an indication of a result of a clear channel assessment (CCA) for a second carrier, wherein the first carrier is in a licensed dedicated spectrum and the second carrier is in a shared spectrum; and communicating using the second carrier based on the indication of the result.",0.5037876863226676,0.9924246273546647,0,low,"The claim describes a method for wireless communication, specifically optimizing the use of spectrum. While efficient communication can contribute to sustainability, the claim itself doesn't directly relate to renewable energy, emission reduction, climate mitigation, or environmental protection. It focuses solely on the technical aspects of spectrum management.",,,
8981404,"1. An optoelectronic semiconductor chip comprising: a semiconductor layer stack having an active layer for generating electromagnetic radiation; and a mirror arranged on an underside of the semiconductor layer stack, wherein the mirror has a first region containing Ag and a second region containing Au; and a diffusion barrier is arranged between the first region and the second region in direct contact with the first and second regions, wherein the diffusion barrier prevents diffusion of minor material between the first region and the second region and wherein the diffusion barrier has apertures.",0.5040143624938327,0.9919712750123346,0,high,"This claim describes an optoelectronic semiconductor chip utilizing silver (Ag) and gold (Au) within a mirror structure. While semiconductors and materials science can contribute to sustainable technologies, the claim itself doesn't explicitly relate to renewable energy, emission reduction, climate mitigation, or environmental protection. The technology appears to be focused on improving the performance of electromagnetic radiation generation within a chip, without a direct connection to green technologies.",,,
8524866,"1. An isolated antibody or an antigen-binding fragment thereof that specifically binds to a 20 amino acid peptide consisting of an amino acid sequence at least 90% identical to SEQ ID NO:2, 100% identical to SEQ ID NO:3, or at least 80% identical to SEQ ID NO:4.",0.4959800771040994,0.9919601542081988,0,low,"The claim describes an antibody and antigen-binding fragment that recognizes a specific peptide sequence. While antibodies can be used in environmental applications, the claim itself doesn't explicitly relate to sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. It focuses solely on the specific binding of an antibody to a peptide.",,,
9698336,"1. A method for preparing a cellulose-zinc oxide nanocomposite, the method comprising the steps of: mixing an organic solvent with a surfactant at a weight ratio of 1:3-1:10 and adding zinc oxide nanoparticles thereto to prepare a mixed solution; adding a cellulose solution to the mixed solution, followed by stirring; subjecting the stirred solution to a casting process and a washing process to prepare a cellulose film having zinc oxide seeds produced thereon and/or therein; and forming a zinc oxide layer on the cellulose film by growing zinc oxide crystals from the zinc oxide seeds wherein the cellulose film having the zinc oxide seeds is added to an aqueous solution containing zinc source and an amine-group containing compound, followed by stirring the aqueous solution at a temperature of 60-90° C. for 2-10 hours.",0.5040311313128677,0.9919377373742646,1,medium,"This claim describes the preparation of a cellulose-zinc oxide nanocomposite, which aligns with environmental protection and potentially sustainability. Specifically, the use of cellulose and zinc oxide, combined with a process to form a film, suggests an effort to create a material with environmental benefits. The inclusion of an aqueous solution with a zinc source and amine-group containing compound indicates a process aimed at controlling material properties for a potentially environmentally beneficial application.",,,
9564501,"1. A device, comprising: a substrate; a transistor structure formed on the substrate, the transistor including:",0.4958905812840187,0.9917811625680376,1,low,"The claim describes a “transistor structure” formed on a “substrate,” which is a foundational element in electronic devices. While electronics can be part of green technologies, the claim itself doesn't explicitly mention sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. Further details would be needed to determine if this device contributes to any of these areas.",,,
8466222,"1. A rubber composition for sidewalls comprising: 100 parts by mass of a rubber component, 5 parts by mass or less of carbon black, 10 to 40 parts by mass of silica, and 5 to 30 parts by mass of an inorganic filler component composed of at least one kind selected from the group consisting of clay, sericite, talc, aluminum hydroxide, and magnesium carbonate, wherein said rubber component consists of a natural rubber and an epoxidized natural rubber having an epoxidization ratio of 20 to 70 mol %, wherein an amount of the natural rubber in the rubber component is 60% by mass or more and 70% by mass or less.",0.5041163136407261,0.991767372718548,0,low,"This claim describes a rubber composition for sidewalls, primarily focusing on material properties and ratios. While rubber production can have environmental impacts, the claim itself doesn't directly relate to sustainability, renewable energy, emission reduction, climate mitigation, or environmental protection. The components listed are primarily related to tire manufacturing and performance, not explicitly green technologies.",,,
9233326,"1. A separating device for separating a multiphase medium, comprising: a cyclone separating device that causes an at least partial distribution of at least first and second phases of the multiphase medium and forms a vortex flow of the multiphase medium, said first phase having a lower density relative to said second phase; and a collecting device in said separating device separating said first phase from said second phase and conveying said first phase out of said separating device, said collecting device having at least one discharge pipe having contouring on an outside of a wall of said discharge pipe, said contouring including at least one of a brush or grooves.",0.4958557160934884,0.9917114321869768,1,medium,"This claim describes a “separating device” for a “multiphase medium,” which suggests a process involving multiple substances. The use of a “cyclone” and “vortex flow” is often associated with separation technologies used in resource recovery or potentially in managing industrial waste streams, aligning with emission reduction and environmental protection goals. The “contouring” on the discharge pipe could be related to improved separation efficiency, further supporting a focus on environmental management.",,,
9533053,"1. An aqueous ophthalmic solution for treatment of ocular allergic conjunctivitis, the solution comprising: at least 0.67 w/v % olopatadine dissolved in the solution; PEG having a molecular weight of 200 to 800; polyvinylpyrrolidone; a cyclodextrin selected from the group consisting of SAE-β-cyclodextrin, hydroxypropyl-β-cyclodextrin and hydroxypropyl-γ-cyclodextrin; and water.",0.5042901783051345,0.9914196433897312,0,high,"This claim describes an aqueous ophthalmic solution for treating allergic conjunctivitis. The ingredients – olopatadine, cyclodextrins, and PEG – are pharmaceutical components, and the solution itself is for eye treatment. There is no mention of renewable energy, emission reduction, climate mitigation, or broader environmental protection aspects, making it not related to green technology.",,,
8808921,"1. A current collector for a flexible electrode, comprising: a flexible polymer substrate; a cross-linkable polymer layer disposed on the polymer substrate; and a metal layer disposed on the cross-linkable polymer layer, wherein the surface of the cross-linkable polymer layer includes a plurality of protrusions and grooves, wherein the cross-linkable polymer layer forms a boundary surface with the flexible polymer substrate, wherein the cross-linkable polymer layer is formed of a different material from the flexible polymer substrate and contacts the flexible polymer substrate at the boundary surface, and wherein the boundary surface between the cross-linkable polymer layer and the flexible polymer substrate is flatter than the surface of the cross-linkable polymer layer.",0.495693480648226,0.991386961296452,0,low,"The claim describes a current collector for a flexible electrode. While improved electrode technology can be part of renewable energy systems (e.g., solar cells), the claim itself doesn't explicitly relate to sustainability, emission reduction, climate mitigation, or environmental protection. It focuses on the physical design and materials of a component within an electrochemical device.",,,
8478684,"1. A computer processor-implemented method to generate fuel offerings for selection by customers, comprising: setting a strike price for a fuel offering, wherein the strike price is arbitrarily set; determining, by a computer processor, a premium price associated with the strike price for the fuel offering based on the strike price and pricing input factors; monitoring, using the computer processor, customer purchases of the fuel offering that specify at least a quantity of fuel and a tenor; monitoring, using the computer processor, customer exercises of the purchases during the specified tenor; determining a service markup price associated with the premium price for the fuel offering; storing, using the computer processor, information regarding the monitored purchases, the monitored exercises, and locations of the monitored exercises; adjusting, by the computer processor, at least one of the strike price and the premium price based on the stored information and the determined service markup price; and providing the fuel offering at an offer price comprised of the adjusted at least one of the strike price and the premium price for selection by the customers.",0.5043489726848674,0.9913020546302652,0,low,"The claim describes a method for generating and pricing fuel offerings based on customer purchases and market data. It doesn't explicitly relate to renewable energy, emission reduction, climate mitigation, or environmental protection; instead, it focuses on a pricing mechanism for a fuel offering. The mention of ""strike price"" and ""premium price"" suggests a financial model rather than a direct environmental technology.",,,
9266075,"1. A vehicle exhaust system comprising: a mixer having an inlet end configured to receive engine exhaust gases and an outlet end configured to conduct engine exhaust gases to a downstream exhaust component, and wherein the mixer defines a center axis extending along a length of the mixer; wherein the mixer includes an upstream baffle adjacent the inlet end and a downstream baffle adjacent the outlet end, and wherein the upstream baffle includes a plurality of openings with one opening of the plurality of openings being larger than the remaining openings such that a substantial portion of the engine exhaust gases flow through the one opening; a doser configured to spray a reducing agent into the mixer, wherein the doser is positioned upstream of and adjacent to the one opening, and the doser defining a central doser axis that is tangentially oriented relative to a point defined at an intersection of the doser axis with a theoretical cylinder that surrounds the center axis and is defined by a variable radius; and wherein the variable radius is defined within a radius range that is defined in relation to a width of the one opening.",0.5043572092249184,0.9912855815501632,1,high,"This claim describes a vehicle exhaust system designed to reduce emissions. Specifically, it utilizes a mixer with a strategically sized opening and a doser spraying a “reducing agent” into the exhaust stream, directly addressing emission reduction. The claim’s focus on controlling exhaust gases and utilizing a “reducing agent” clearly aligns with environmental protection and climate mitigation efforts.",,,
8655179,"1. A method of communicating between an infrared remote control unit and an infrared controlled device via network gateways, the method comprising receiving a first infrared control signal from the infrared remote control unit at a first one of the network gateways; transmitting a message dependent on information derived from the first infrared control signal from the first one of the network gateways over a backbone network to network gateways in a predefined sub-network; receiving the message from the backbone network at a second one of the network gateways; transmitting a second infrared control signal from the second one of the network gateways to the infrared controlled device dependent on information derived from the message; automatically setting up the sub-network of the backbone network prior to transmission of the message and broadcasting the message to all devices in the sub-network, the sub-network comprising a selection of devices coupled to a backbone network, the selection comprising the network gateways, the setting up of the sub-network comprising: automatically sending out a request from the first one of the network gateways to detect network gateways that indicate an ability to transmit infrared control messages prior to transmission of the message; and storing information defining the sub-network in the first one of the network gateways dependent to a response to the request.",0.5044904336298184,0.9910191327403632,0,low,"This claim describes a method for communication between devices, specifically infrared remote controls and devices, utilizing network gateways. There is no mention of renewable energy, emission reduction, climate mitigation, or environmental protection within the text. The technology focuses solely on network communication protocols.",,,
9533469,"1. A self-healing product, comprising: a first material comprising a covalently cross-linked semi-crystalline polymer having a first melting temperature that is between 25 and 80 degrees C. and, when heated above said first melting temperature, will release any stored strain energy; and a second material comprising a polymer that is dispersed in the first material as a plurality of randomly oriented fibers arranged as an interpenetrating network where the fibers are thermally welded together to be adjoined via a plurality of nodes and having a second melting temperature that is within 25 degrees C. of the first melting temperature of said first material; wherein heating said self-healing product to a predetermined temperature that is above the first melting temperature of the first material and above the second melting temperature of the second material, will cause said first material to release said stored strain energy and said second material to melt.",0.4953544519653305,0.990708903930661,1,medium,"This claim describes a self-healing product, which could contribute to sustainability by extending the lifespan of materials and reducing waste. The key aspect of releasing “stored strain energy” when heated suggests a mechanism for damage repair, potentially reducing the need for replacement and thus aligning with environmental protection. Furthermore, the use of polymers and thermal welding relates to material science, which can be applied to sustainable product design.",,,
